,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1723,0,0,5,11,12,5,0,0,0,0,12,6,2,3,0,0,0,0,9,16,16,4,0,0,0,0,12,16,16,4,0,0,0,0,12,16,16,4,0,0,0,0,12,16,16,4,0,0,0,0,12,16,16,8,0,0,0,0,6,12,11,7,0,0,1
1724,0,2,16,10,0,0,0,0,0,7,16,16,3,0,0,0,0,3,10,12,8,0,0,0,0,0,0,7,10,0,0,0,0,0,0,10,12,0,0,0,0,0,8,15,15,12,5,0,0,2,16,16,16,16,15,2,0,2,15,14,12,12,7,0,2
1725,0,0,1,13,9,0,0,0,0,0,8,16,4,0,0,0,0,0,16,11,0,0,0,0,0,2,16,10,2,0,0,0,0,7,16,16,16,10,1,0,0,4,16,6,2,14,7,0,0,0,11,15,12,15,8,0,0,0,2,14,15,6,0,0,6
1726,0,0,5,13,16,10,1,0,0,7,16,16,16,16,7,0,0,0,5,2,11,14,5,0,0,0,0,10,15,6,0,0,0,0,9,16,13,2,0,0,0,0,4,11,15,14,0,0,0,0,2,2,13,16,1,0,0,0,5,14,15,9,0,0,3
1727,0,0,6,11,16,13,5,0,0,2,16,16,16,16,12,0,0,0,0,0,5,16,4,0,0,0,0,10,15,5,0,0,0,0,9,16,3,0,0,0,0,0,13,16,13,1,0,0,0,0,0,5,16,14,0,0,0,0,5,14,11,6,0,0,3
1728,0,0,2,14,16,8,0,0,0,0,4,12,16,11,0,0,0,0,0,0,16,12,0,0,0,0,0,3,16,9,0,0,0,2,5,10,16,12,2,0,0,16,16,16,16,14,3,0,0,4,4,14,12,0,0,0,0,0,2,16,7,0,0,0,7
1729,0,0,4,12,13,1,0,0,0,0,4,16,16,5,0,0,0,0,9,16,10,0,0,0,0,8,16,16,11,4,0,0,0,0,4,8,16,16,7,0,0,0,0,0,2,14,14,0,0,0,0,4,15,16,11,0,0,0,5,16,14,8,0,0,3
1730,0,1,9,16,16,12,1,0,0,0,7,8,10,16,9,0,0,0,0,0,9,16,4,0,0,0,5,13,13,3,0,0,0,0,13,16,8,0,0,0,0,0,0,11,16,8,0,0,0,0,3,5,14,15,0,0,0,0,10,16,11,4,0,0,3
1731,0,0,0,2,14,0,0,0,0,0,0,12,9,0,0,0,0,0,8,12,0,0,13,5,0,0,13,8,0,9,14,0,0,4,16,16,12,16,4,0,0,4,12,12,15,12,0,0,0,0,0,1,15,4,0,0,0,0,0,4,10,0,0,0,4
1732,0,0,4,16,6,0,0,0,0,0,7,16,5,0,0,0,0,0,12,12,1,0,0,0,0,0,16,8,0,0,0,0,0,4,16,11,2,0,0,0,0,5,16,16,16,13,1,0,0,2,16,14,15,16,5,0,0,0,5,15,14,7,0,0,6
1733,0,0,5,16,5,0,0,0,0,0,12,14,1,0,0,0,0,0,15,10,0,0,0,0,0,3,16,9,1,0,0,0,0,7,16,16,16,9,0,0,0,1,16,10,8,16,6,0,0,0,12,14,5,9,13,0,0,0,4,15,15,12,3,0,6
1734,0,0,3,14,1,0,0,0,0,0,12,12,0,0,0,0,0,3,16,6,0,0,0,0,0,5,16,2,0,0,0,0,0,6,16,2,5,2,0,0,0,4,16,2,12,15,2,0,0,1,14,13,2,13,11,0,0,0,3,11,16,13,4,0,6
1735,0,0,0,1,15,2,0,0,0,0,0,6,14,0,0,0,0,0,0,11,9,0,6,0,0,0,6,15,1,11,15,0,0,5,16,14,10,16,8,0,1,15,16,16,16,16,3,0,0,3,7,5,13,11,0,0,0,0,0,0,15,3,0,0,4
1736,0,0,10,16,9,1,0,0,0,7,16,9,14,11,0,0,0,8,14,1,7,14,2,0,0,2,14,14,14,15,3,0,0,0,2,4,4,16,4,0,0,0,3,0,0,13,9,0,0,2,15,8,8,14,8,0,0,0,8,15,13,10,0,0,9
1737,0,0,11,15,12,1,0,0,0,0,7,16,16,7,0,0,0,0,12,16,16,16,1,0,0,0,13,16,16,13,2,0,0,0,14,16,16,4,0,0,0,2,16,16,14,0,0,0,0,0,14,16,14,0,0,0,0,0,8,16,13,1,0,0,1
1738,0,0,7,12,16,9,0,0,0,4,16,6,7,3,0,0,0,4,16,2,8,3,0,0,0,7,16,15,13,16,3,0,0,5,11,1,1,16,8,0,0,0,0,0,7,16,0,0,0,0,0,10,16,6,0,0,0,0,10,11,4,0,0,0,5
1739,0,0,10,11,7,0,0,0,0,4,16,16,16,10,0,0,0,4,16,6,5,15,2,0,0,8,12,0,0,5,8,0,0,8,10,0,0,5,8,0,0,6,13,1,5,14,5,0,0,0,14,13,15,11,1,0,0,0,7,12,8,0,0,0,0
1740,0,0,8,16,11,0,0,0,0,2,15,8,16,7,0,0,0,3,13,1,14,13,0,0,0,0,10,16,16,16,3,0,0,0,0,2,5,15,4,0,0,0,0,0,0,12,6,0,0,0,5,6,5,15,4,0,0,0,6,15,16,12,1,0,9
1741,0,0,3,10,16,12,0,0,0,0,13,12,0,2,0,0,0,4,16,2,0,0,0,0,0,0,16,14,16,14,2,0,0,6,16,12,5,16,5,0,0,1,12,1,0,14,7,0,0,0,0,3,13,13,1,0,0,0,1,13,10,1,0,0,5
1742,0,4,15,15,8,0,0,0,0,8,16,16,16,3,0,0,0,1,0,1,15,5,0,0,0,0,0,0,11,6,0,0,0,0,0,3,15,2,0,0,0,0,4,15,16,14,6,0,0,6,16,16,15,11,3,0,0,7,14,11,0,0,0,0,2
1743,0,0,7,12,10,0,0,0,0,3,16,16,16,9,1,0,0,0,8,16,16,11,1,0,0,0,10,16,16,0,0,0,0,3,16,14,16,4,0,0,0,4,13,0,7,15,0,0,0,4,14,2,2,16,0,0,0,0,6,11,10,5,0,0,8
1744,0,2,11,16,13,2,0,0,0,11,15,12,16,7,0,0,0,7,6,0,14,8,0,0,0,0,0,1,16,6,0,0,0,0,0,10,10,0,0,0,0,0,7,16,4,3,3,0,0,3,15,16,15,15,11,0,0,2,13,12,9,0,0,0,2
1745,0,0,7,14,8,4,0,0,0,0,16,8,15,14,1,0,0,4,16,4,0,8,4,0,0,8,14,0,0,4,4,0,0,8,16,0,0,4,5,0,0,3,16,1,0,11,4,0,0,0,15,16,16,12,0,0,0,0,6,13,7,0,0,0,0
1746,0,0,9,15,6,0,0,0,0,2,16,16,16,7,0,0,0,4,14,5,11,13,0,0,0,7,12,0,0,12,4,0,0,8,11,0,0,7,5,0,0,4,13,1,1,10,6,0,0,2,16,15,15,14,1,0,0,0,8,15,11,4,0,0,0
1747,0,0,4,12,12,7,0,0,0,0,16,16,16,5,0,0,0,0,16,16,16,16,0,0,0,4,16,16,16,12,0,0,0,4,16,16,16,12,0,0,0,3,15,16,16,9,0,0,0,0,12,16,16,8,0,0,0,1,7,12,11,5,0,0,1
1748,0,0,6,15,14,1,0,0,0,0,13,16,16,2,0,0,0,0,3,8,16,2,0,0,0,2,6,12,16,7,2,0,0,13,16,16,16,16,9,0,0,10,13,16,7,1,0,0,0,0,6,14,0,0,0,0,0,0,10,8,0,0,0,0,7
1749,0,0,0,13,12,0,0,0,0,0,6,16,4,0,0,0,0,2,16,10,0,0,0,0,0,5,16,10,0,0,0,0,0,8,15,15,6,0,0,0,0,3,16,14,13,10,2,0,0,0,12,16,13,16,12,0,0,0,1,10,16,14,4,0,6
1750,0,0,7,16,16,15,8,0,0,0,12,15,15,16,11,0,0,0,0,3,14,15,2,0,0,0,1,14,12,1,0,0,0,0,1,16,15,5,0,0,0,0,0,3,12,15,0,0,0,0,0,4,12,14,1,0,0,0,10,15,10,4,0,0,3
1751,0,0,11,16,10,0,0,0,0,6,15,16,16,6,0,0,0,0,0,2,11,12,0,0,0,0,0,0,9,8,0,0,0,0,0,4,15,2,0,0,0,1,9,15,9,3,0,0,0,0,16,16,16,16,7,0,0,0,10,13,8,4,1,0,2
1752,0,0,4,10,12,7,0,0,0,0,8,16,16,15,0,0,0,0,9,16,16,12,0,0,0,0,7,16,16,9,0,0,0,0,2,14,16,11,1,0,0,0,0,16,16,16,0,0,0,0,2,16,16,12,0,0,0,0,1,9,10,0,0,0,1
1753,0,0,1,15,15,2,0,0,0,0,3,12,16,6,0,0,0,0,0,4,16,4,0,0,0,0,3,8,16,4,0,0,0,10,16,16,16,16,8,0,0,8,11,14,14,5,1,0,0,0,0,15,6,0,0,0,0,0,1,15,2,0,0,0,7
1754,0,0,0,0,13,8,0,0,0,0,0,5,16,3,0,0,0,0,0,14,10,2,9,0,0,1,11,13,0,10,15,0,0,12,15,5,7,14,10,0,1,15,16,16,16,16,4,0,0,4,4,3,10,14,0,0,0,0,0,0,15,7,0,0,4
1755,0,0,0,8,15,3,0,0,0,0,1,15,11,2,0,0,0,0,13,16,1,0,0,0,0,3,16,14,0,0,0,0,0,3,16,15,5,0,0,0,0,3,15,16,11,14,7,0,0,0,11,16,6,6,15,0,0,0,0,10,14,12,8,0,6
1756,0,0,10,15,15,11,4,0,0,1,10,5,7,16,10,0,0,0,0,1,14,14,0,0,0,0,0,11,13,0,0,0,0,0,0,5,16,5,0,0,0,0,0,1,10,14,0,0,0,0,0,2,7,15,3,0,0,0,6,11,16,8,0,0,3
1757,0,0,4,16,16,8,0,0,0,0,6,16,16,15,1,0,0,0,4,16,16,12,0,0,0,0,3,16,16,15,0,0,0,0,8,16,16,6,0,0,0,1,13,16,16,4,0,0,0,3,16,16,15,2,0,0,0,0,6,12,12,2,0,0,1
1758,0,0,3,13,16,5,0,0,0,6,15,9,15,7,0,0,0,0,0,6,16,10,0,0,0,0,7,14,16,3,0,0,0,0,9,16,16,14,3,0,0,0,0,3,2,15,10,0,0,0,4,5,12,16,14,0,0,0,5,13,14,8,2,0,3
1759,0,0,7,16,9,8,2,0,0,5,16,14,16,16,4,0,0,8,14,0,6,16,4,0,0,1,16,16,15,16,6,0,0,0,0,4,4,13,8,0,0,0,0,0,0,13,8,0,0,0,12,9,11,16,7,0,0,0,7,15,14,7,0,0,9
1760,0,0,1,12,10,3,0,0,0,0,7,16,16,7,0,0,0,0,12,16,16,3,0,0,0,0,14,16,16,2,0,0,0,1,15,16,16,5,0,0,0,0,15,16,15,2,0,0,0,0,11,16,16,8,0,0,0,0,1,7,12,10,0,0,1
1761,0,0,1,10,16,16,1,0,0,0,9,16,13,16,1,0,0,0,0,0,5,11,0,0,0,0,0,3,12,12,5,0,0,0,7,16,16,10,4,0,0,0,3,11,13,0,0,0,0,0,0,11,5,0,0,0,0,0,0,15,0,0,0,0,7
1762,0,0,2,13,13,1,0,0,0,0,12,16,9,0,0,0,0,0,16,11,0,0,0,0,0,4,16,8,0,0,0,0,0,6,16,9,3,0,0,0,0,3,16,14,12,13,4,0,0,0,14,10,0,10,15,0,0,0,2,12,16,13,7,0,6
1763,0,0,5,12,13,4,0,0,0,3,16,10,2,5,9,0,0,0,15,14,11,15,3,0,0,0,7,16,15,1,0,0,0,0,3,16,16,4,0,0,0,0,8,14,13,12,0,0,0,0,12,12,13,11,0,0,0,0,7,16,11,2,0,0,8
1764,0,0,0,3,13,7,0,0,0,0,1,14,11,0,0,0,0,0,12,12,1,2,3,0,0,7,16,4,1,15,10,0,0,10,14,0,7,16,8,0,0,15,16,16,16,16,1,0,0,4,11,11,15,11,0,0,0,0,0,2,15,4,0,0,4
1765,0,1,7,13,16,13,0,0,0,7,16,16,16,14,0,0,0,1,7,16,10,1,0,0,0,1,16,15,0,0,0,0,0,0,8,15,14,3,0,0,0,0,0,1,14,15,3,0,0,0,1,5,13,16,7,0,0,0,8,15,10,6,0,0,3
1766,0,0,8,12,11,6,0,0,0,0,8,16,16,13,2,0,0,2,14,16,16,14,2,0,0,2,13,16,16,8,0,0,0,4,16,16,16,8,0,0,0,4,16,16,16,10,0,0,0,1,11,16,16,8,0,0,0,0,4,11,12,7,0,0,1
1767,0,0,0,2,16,1,0,0,0,0,0,9,12,0,0,0,0,0,4,15,9,0,0,0,0,4,16,12,0,9,12,0,0,9,16,16,16,16,10,0,0,1,6,10,14,16,4,0,0,0,0,0,14,14,0,0,0,0,0,3,16,7,0,0,4
1768,0,0,5,16,10,0,0,0,0,0,8,16,16,5,0,0,0,0,14,14,1,12,0,0,0,0,15,10,0,7,4,0,0,2,16,7,0,2,9,0,0,2,16,8,0,6,11,0,0,1,12,14,14,16,5,0,0,0,4,15,16,8,1,0,0
1769,0,0,9,12,14,6,0,0,0,0,16,6,0,0,0,0,0,2,15,0,0,0,0,0,0,8,15,12,16,9,1,0,0,1,8,6,2,12,7,0,0,0,0,0,0,11,7,0,0,0,0,0,8,15,2,0,0,0,12,14,9,2,0,0,5
1770,0,2,10,12,16,8,0,0,0,4,8,5,13,16,0,0,0,0,0,7,15,7,0,0,0,0,6,16,10,0,0,0,0,0,0,5,16,11,0,0,0,0,0,0,6,16,3,0,0,0,0,0,10,16,5,0,0,2,14,16,12,9,0,0,3
1771,0,0,0,6,12,6,0,0,0,0,1,15,14,1,0,0,0,0,10,16,8,0,0,0,0,1,13,16,0,0,0,0,0,3,16,16,11,4,0,0,0,0,16,16,16,16,7,0,0,0,9,16,16,16,12,0,0,0,0,6,11,12,5,0,6
1772,0,0,5,14,11,8,0,0,0,4,15,2,16,16,0,0,0,8,12,0,12,16,0,0,0,2,15,16,16,15,4,0,0,0,0,4,10,16,2,0,0,0,0,0,4,16,2,0,0,3,13,8,14,16,0,0,0,0,7,15,12,5,0,0,9
1773,0,0,2,13,10,0,0,0,0,0,10,13,0,0,0,0,0,0,16,6,0,0,0,0,0,3,16,8,2,0,0,0,0,7,16,16,16,11,0,0,0,4,16,2,4,11,9,0,0,1,13,11,8,12,12,0,0,0,1,12,16,14,4,0,6
1774,0,0,6,12,12,6,0,0,0,0,11,16,16,13,0,0,0,0,12,16,16,8,0,0,0,0,8,16,16,12,0,0,0,2,13,16,16,12,0,0,0,1,16,16,16,10,0,0,0,0,16,16,16,8,0,0,0,0,2,11,10,4,0,0,1
1775,0,0,6,16,16,3,0,0,0,0,8,16,16,12,0,0,0,0,0,4,15,11,0,0,0,0,6,16,16,16,13,0,0,0,11,16,16,5,1,0,0,0,0,14,7,0,0,0,0,0,4,16,1,0,0,0,0,0,11,11,0,0,0,0,7
1776,0,0,12,16,16,7,0,0,0,3,16,10,2,2,0,0,0,4,16,5,0,0,0,0,0,3,16,12,12,9,1,0,0,1,15,16,12,15,9,0,0,0,0,0,3,14,11,0,0,0,3,9,16,16,7,0,0,0,10,12,12,4,0,0,5
1777,0,0,0,2,14,0,0,0,0,0,0,4,15,0,0,0,0,0,0,11,10,5,7,0,0,0,11,15,2,13,7,0,0,10,16,8,8,16,6,0,0,8,12,12,13,15,1,0,0,0,0,0,10,10,0,0,0,0,0,1,13,3,0,0,4
1778,0,0,0,1,13,8,0,0,0,0,0,9,15,3,0,0,0,0,2,16,9,2,1,0,0,2,14,13,1,16,6,0,0,11,16,6,8,16,3,0,1,16,16,16,16,13,0,0,0,7,12,13,16,10,0,0,0,0,0,0,15,7,0,0,4
1779,0,0,3,10,16,16,4,0,0,0,0,0,1,14,7,0,0,0,0,0,2,15,4,0,0,0,4,4,12,15,5,0,0,1,15,16,16,9,4,0,0,0,2,11,13,0,0,0,0,0,1,16,5,0,0,0,0,0,3,12,0,0,0,0,7
1780,0,3,14,15,6,0,0,0,0,7,15,14,15,0,0,0,0,2,7,2,14,3,0,0,0,0,0,1,14,4,0,0,0,0,0,7,15,2,0,0,0,0,5,15,14,4,1,0,0,4,15,16,16,16,6,0,0,4,15,13,12,11,1,0,2
1781,0,0,10,16,14,5,0,0,0,2,16,16,8,0,0,0,0,0,9,16,16,5,0,0,0,0,7,16,16,3,0,0,0,0,14,14,13,11,0,0,0,5,16,1,6,15,0,0,0,7,14,9,13,15,1,0,0,1,11,16,15,6,0,0,8
1782,0,1,10,13,2,0,0,0,0,10,16,16,12,0,0,0,0,9,9,8,16,0,0,0,0,0,0,6,16,2,0,0,0,0,1,11,15,0,0,0,0,0,4,16,13,2,0,0,0,0,14,16,16,16,13,0,0,0,9,13,11,10,9,0,2
1783,0,0,15,13,1,0,0,0,0,0,14,14,4,0,0,0,0,0,1,4,12,0,0,0,0,0,0,6,12,0,0,0,0,0,0,11,10,0,0,0,0,0,1,16,8,6,5,0,0,0,13,16,16,16,14,0,0,0,10,13,10,6,2,0,2
1784,0,0,1,10,14,13,1,0,0,0,8,12,6,4,0,0,0,0,14,4,0,0,0,0,0,5,16,12,13,12,0,0,0,2,11,11,8,14,4,0,0,0,0,0,0,16,4,0,0,0,0,0,6,15,2,0,0,0,0,12,14,4,0,0,5
1785,0,1,10,16,15,2,0,0,0,1,12,13,16,4,0,0,0,0,0,0,16,8,0,0,0,0,7,11,16,13,8,0,0,8,16,16,16,16,6,0,0,2,10,16,9,0,0,0,0,0,3,16,4,0,0,0,0,0,10,15,2,0,0,0,7
1786,0,0,4,14,15,6,0,0,0,5,16,16,16,16,0,0,0,5,16,16,16,16,3,0,0,0,2,8,13,16,5,0,0,0,0,0,8,16,6,0,0,0,0,0,4,16,8,0,0,0,1,6,13,16,6,0,0,0,4,13,15,9,0,0,9
1787,0,0,10,16,15,1,0,0,0,0,16,12,5,0,0,0,0,2,16,9,4,0,0,0,0,4,16,16,16,14,2,0,0,1,10,4,1,16,4,0,0,0,0,0,2,16,7,0,0,0,7,8,14,16,3,0,0,0,6,13,10,4,0,0,5
1788,0,0,0,1,12,6,0,0,0,0,0,11,15,2,0,0,0,0,8,16,6,1,2,0,0,4,16,9,1,15,9,0,0,13,15,6,10,16,6,0,0,12,16,16,16,16,1,0,0,1,7,4,14,13,0,0,0,0,0,0,14,9,0,0,4
1789,0,0,8,16,3,0,1,0,0,0,16,14,5,14,12,0,0,0,8,16,16,9,0,0,0,0,3,16,14,1,0,0,0,0,12,16,16,2,0,0,0,0,16,11,16,4,0,0,0,3,16,16,16,6,0,0,0,0,10,16,10,1,0,0,8
1790,0,0,5,12,8,0,1,0,0,0,11,16,5,13,6,0,0,0,2,15,16,12,1,0,0,0,0,10,16,6,0,0,0,0,1,15,16,7,0,0,0,0,8,16,16,11,0,0,0,0,11,16,16,9,0,0,0,0,6,12,12,3,0,0,8
1791,0,0,0,3,15,4,0,0,0,0,4,16,12,0,0,0,0,0,12,15,3,4,3,0,0,7,16,5,3,15,8,0,0,13,16,13,15,16,2,0,0,12,16,16,16,13,0,0,0,0,4,5,16,8,0,0,0,0,0,1,16,4,0,0,4
1792,0,0,4,10,13,6,0,0,0,1,16,14,12,16,3,0,0,4,16,6,3,16,4,0,0,0,12,16,16,16,5,0,0,0,0,4,4,16,8,0,0,0,0,0,0,15,5,0,0,0,5,7,7,16,4,0,0,0,2,14,15,9,0,0,9
1793,0,0,6,16,13,11,1,0,0,0,16,15,12,16,1,0,0,3,16,7,0,13,6,0,0,4,16,0,0,10,8,0,0,8,16,0,0,14,6,0,0,5,16,7,9,16,5,0,0,1,15,16,16,16,1,0,0,0,6,16,14,6,0,0,0
1794,0,0,1,11,15,1,0,0,0,0,13,16,8,2,1,0,0,0,16,15,10,16,5,0,0,0,8,16,16,7,0,0,0,0,9,16,16,4,0,0,0,0,16,14,16,15,0,0,0,0,15,15,15,16,0,0,0,0,2,9,13,6,0,0,8
1795,0,0,2,10,7,0,0,0,0,0,14,16,16,15,1,0,0,4,16,7,3,16,7,0,0,5,16,10,7,16,4,0,0,0,5,14,14,16,4,0,0,0,0,0,0,16,2,0,0,0,4,7,7,16,2,0,0,0,5,12,16,12,0,0,9
1796,0,0,10,14,8,1,0,0,0,2,16,14,6,1,0,0,0,0,15,15,8,15,0,0,0,0,5,16,16,10,0,0,0,0,12,15,15,12,0,0,0,4,16,6,4,16,6,0,0,8,16,10,8,16,8,0,0,1,8,12,14,12,1,0,8
0,0,1,6,15,12,1,0,0,0,7,16,6,6,10,0,0,0,8,16,2,0,11,2,0,0,5,16,3,0,5,7,0,0,7,13,3,0,8,7,0,0,4,12,0,1,13,5,0,0,0,14,9,15,9,0,0,0,0,6,14,7,1,0,0,0
1,0,0,10,16,6,0,0,0,0,7,16,8,16,5,0,0,0,11,16,0,6,14,3,0,0,12,12,0,0,11,11,0,0,12,12,0,0,8,12,0,0,7,15,1,0,13,11,0,0,0,16,8,10,15,3,0,0,0,10,16,15,3,0,0,0
2,0,0,8,15,16,13,0,0,0,1,11,9,11,16,1,0,0,0,0,0,7,14,0,0,0,0,3,4,14,12,2,0,0,1,16,16,16,16,10,0,0,2,12,16,10,0,0,0,0,0,2,16,4,0,0,0,0,0,9,14,0,0,0,0,7
3,0,0,0,3,11,16,0,0,0,0,5,16,11,13,7,0,0,3,15,8,1,15,6,0,0,11,16,16,16,16,10,0,0,1,4,4,13,10,2,0,0,0,0,0,15,4,0,0,0,0,0,3,16,0,0,0,0,0,0,1,15,2,0,0,4
4,0,0,5,14,4,0,0,0,0,0,13,8,0,0,0,0,0,3,14,4,0,0,0,0,0,6,16,14,9,2,0,0,0,4,16,3,4,11,2,0,0,0,14,3,0,4,11,0,0,0,10,8,4,11,12,0,0,0,4,12,14,7,0,0,6
5,0,0,11,16,10,1,0,0,0,4,16,10,15,8,0,0,0,4,16,3,11,13,0,0,0,1,14,6,9,14,0,0,0,0,0,0,12,10,0,0,0,0,0,6,16,6,0,0,0,0,5,15,15,8,8,3,0,0,10,16,16,16,16,6,2
6,0,0,1,11,13,11,7,0,0,0,9,14,6,4,3,0,0,0,16,12,16,15,2,0,0,5,16,10,4,12,6,0,0,1,1,0,0,10,4,0,0,0,0,0,5,10,0,0,0,0,0,8,15,3,0,0,0,0,1,13,5,0,0,0,5
7,0,0,8,10,8,7,2,0,0,1,15,14,12,12,4,0,0,7,15,12,5,0,0,0,0,5,14,12,15,7,0,0,0,0,0,0,2,13,0,0,0,0,0,0,4,12,0,0,0,0,6,7,14,5,0,0,0,0,4,13,8,0,0,0,5
8,0,0,15,2,14,13,2,0,0,0,16,15,12,13,8,0,0,2,16,12,1,6,10,0,0,7,15,3,0,5,8,0,0,5,12,0,0,8,8,0,0,5,12,0,7,15,5,0,0,5,16,13,16,6,0,0,0,0,10,12,5,0,0,0,0
9,0,0,3,13,13,2,0,0,0,6,16,12,10,8,0,0,0,9,15,12,16,6,0,0,0,10,16,16,13,0,0,0,0,1,12,16,12,14,4,0,0,0,11,8,0,3,12,0,0,0,13,11,8,13,12,0,0,0,3,15,11,6,0,0,8
10,0,0,6,14,14,16,16,8,0,0,7,11,8,10,15,3,0,0,0,0,4,15,10,0,0,1,15,16,16,16,14,0,0,3,11,13,13,0,0,0,0,0,0,15,5,0,0,0,0,0,7,13,0,0,0,0,0,0,10,12,0,0,0,0,7
11,0,0,0,3,16,11,1,0,0,0,0,8,16,16,1,0,0,0,0,9,16,14,0,0,0,1,7,16,16,11,0,0,0,9,16,16,16,8,0,0,0,1,8,6,16,7,0,0,0,0,0,5,16,9,0,0,0,0,0,2,14,14,1,0,1
12,0,0,0,4,13,16,16,3,0,0,8,16,9,12,16,4,0,7,16,3,3,15,13,0,0,9,15,14,16,16,6,0,0,1,8,7,12,15,0,0,0,0,0,0,13,10,0,0,0,0,0,3,15,6,0,0,0,0,0,5,15,4,0,0,9
13,0,0,7,12,6,2,0,0,0,0,16,16,13,14,1,0,0,9,16,11,3,0,0,0,0,8,16,16,16,4,0,0,0,1,2,0,6,12,0,0,0,0,0,0,7,12,0,0,0,0,6,9,16,6,0,0,0,0,5,16,9,0,0,0,5
14,0,0,7,11,11,6,0,0,0,9,16,12,10,14,0,0,0,5,2,0,4,14,0,0,0,0,1,5,14,6,0,0,0,1,15,16,16,10,0,0,0,0,7,4,4,15,6,0,0,0,5,4,8,13,12,0,0,0,14,16,12,10,1,0,3
15,0,1,10,15,8,0,0,0,0,6,16,7,11,8,0,0,0,7,16,3,1,13,1,0,0,7,13,0,0,10,6,0,0,8,12,0,0,14,4,0,0,3,16,0,6,15,2,0,0,0,15,9,16,4,0,0,0,0,9,15,8,0,0,0,0
16,0,0,0,1,11,7,0,0,0,0,2,13,10,16,4,0,0,0,13,4,1,16,0,0,0,6,14,8,12,16,7,0,0,0,8,8,15,10,2,0,0,0,0,1,12,1,0,0,0,0,0,4,16,0,0,0,0,0,0,3,15,0,0,0,4
17,0,0,5,12,16,16,3,0,0,0,11,11,4,16,9,0,0,0,0,4,8,16,5,0,0,0,4,16,16,16,14,0,0,0,0,11,14,1,0,0,0,0,0,13,10,0,0,0,0,0,3,16,1,0,0,0,0,0,8,12,0,0,0,0,7
18,0,0,1,8,13,13,2,0,0,4,16,8,1,12,4,0,0,7,13,3,10,13,0,0,0,3,15,15,14,15,0,0,0,0,13,10,0,10,6,0,0,0,11,5,0,9,8,0,0,0,7,11,4,14,2,0,0,0,1,13,12,4,0,0,8
19,0,0,0,2,13,12,4,0,0,0,3,15,15,13,12,0,0,2,15,14,1,12,8,0,0,8,16,14,16,16,11,0,0,3,16,16,16,16,10,0,0,0,0,0,8,13,0,0,0,0,0,0,13,7,0,0,0,0,0,0,15,3,0,0,4
20,0,0,4,11,15,16,15,0,0,0,13,13,8,13,14,0,0,0,0,0,0,15,5,0,0,0,2,4,10,15,1,0,0,0,10,16,16,16,8,0,0,0,1,13,13,1,0,0,0,0,1,16,6,0,0,0,0,0,6,14,2,0,0,0,7
21,0,0,4,10,13,11,1,0,0,2,13,10,4,8,8,0,0,6,13,4,9,15,4,0,0,4,16,16,16,13,0,0,0,0,12,11,1,8,8,0,0,0,12,4,0,7,8,0,0,0,12,8,8,14,0,0,0,0,6,13,11,1,0,0,8
22,0,0,3,11,13,14,6,0,0,0,12,9,3,0,0,0,0,2,14,0,0,0,0,0,0,8,10,6,12,12,2,0,0,7,16,13,6,14,8,0,0,0,0,0,1,14,1,0,0,0,1,4,11,6,0,0,0,0,3,13,10,0,0,0,5
23,0,0,1,4,11,13,7,0,0,2,14,12,10,16,5,0,0,7,14,6,14,12,0,0,0,2,12,11,10,15,1,0,0,0,0,0,0,16,4,0,0,0,0,0,3,16,3,0,0,0,0,0,10,11,0,0,0,0,0,1,14,3,0,0,9
24,0,0,9,13,1,0,0,0,0,0,8,16,6,0,0,0,0,0,7,16,10,0,0,0,0,0,13,16,10,0,0,0,0,0,9,16,14,0,0,0,0,0,0,7,16,5,0,0,0,0,3,9,16,13,8,5,0,0,4,15,16,16,16,16,1
25,0,0,9,16,11,0,0,0,0,4,16,13,16,4,0,0,0,0,9,3,13,9,0,0,0,0,0,0,16,8,0,0,0,0,0,3,16,4,0,0,0,0,0,12,15,1,0,0,0,0,6,16,16,15,11,1,0,0,10,16,9,9,13,6,2
26,0,0,2,13,9,0,0,0,0,0,14,11,12,7,0,0,0,6,16,1,0,16,0,0,0,5,12,0,0,11,5,0,0,8,13,0,0,8,7,0,0,1,16,0,0,9,8,0,0,0,13,3,6,16,1,0,0,0,3,16,14,4,0,0,0
27,0,0,0,10,12,0,0,0,0,0,9,14,4,0,0,0,0,0,15,3,0,0,0,0,0,2,15,2,6,1,0,0,0,2,16,15,12,15,4,0,0,0,16,5,0,3,14,0,0,0,12,10,4,11,14,0,0,0,1,11,14,12,1,0,6
28,0,0,0,0,10,13,0,0,0,0,0,0,15,16,0,0,0,0,0,7,16,14,0,0,0,3,12,16,16,13,0,0,0,3,11,9,16,9,0,0,0,0,0,0,16,9,0,0,0,0,0,0,15,12,0,0,0,0,0,0,8,15,2,0,1
29,0,0,7,9,13,11,2,0,0,6,16,9,1,13,8,0,0,8,14,5,11,14,2,0,0,3,16,16,16,6,0,0,0,2,16,5,1,12,5,0,0,4,15,0,0,8,8,0,0,3,16,4,7,13,2,0,0,0,13,12,8,1,0,0,8
